variant,impl,mode,rounds,key_bits,sbox_gates,cycles_per_byte,cycles_per_byte_min,mb_per_sec,ns_per_op
present-80-sbox-weak1,bitslice-bs,throughput,31,80,16,73.5116,73.4716,13.60,588.0931
present-80-sbox-weak1,table-x16,throughput,31,80,0,192.6144,192.5438,5.19,1540.9153
present-80-sbox-weak1,table-x8,throughput,31,80,0,198.4578,198.3122,5.04,1587.6572
present-80-sbox-weak1,table-x4,throughput,31,80,0,206.5569,206.3566,4.84,1652.4500
present-80-sbox-weak1,table-x2,throughput,31,80,0,179.6784,179.6142,5.57,1437.4220
present-80-sbox-weak1,table,throughput,31,80,0,174.4409,174.1516,5.73,1395.5323
present-80-sbox-weak1,table-dec,throughput,31,80,0,246.6117,246.5755,4.05,1972.8937
present-80-sbox-weak1,table,latency,31,80,0,173.7174,173.5877,5.76,1389.7391
present-80-sbox-weak1,-,keyschedule,31,80,0,772.6730,772.6520,1.29,772.6730
present-80-sbox-weak1,-,ctxinit,31,80,0,219550.4400,219498.5650,0.00,219550.4400
present-80-sbox-weak1,ref,throughput,31,80,0,3526.0248,3524.5307,0.28,28208.2188
present-80-sbox-weak1,ref,latency,31,80,0,3525.5582,3524.1380,0.28,28204.4706
present-80-sbox-weak2,neon,throughput,31,80,8,72.9242,72.5822,13.71,583.4037
present-80-sbox-weak2,neon-bs,throughput,31,80,8,34.7773,34.5828,28.75,278.2185
present-80-sbox-weak2,bitslice,throughput,31,80,8,87.3403,87.1159,11.45,698.7275
present-80-sbox-weak2,bitslice-bs,throughput,31,80,8,54.9382,54.7399,18.20,439.5110
present-80-sbox-weak2,table-x16,throughput,31,80,0,192.6678,192.5598,5.19,1541.3427
present-80-sbox-weak2,table-x8,throughput,31,80,0,198.6187,198.3993,5.03,1588.9594
present-80-sbox-weak2,table-x4,throughput,31,80,0,206.6809,206.3954,4.84,1653.4520
present-80-sbox-weak2,table-x2,throughput,31,80,0,179.9645,179.6333,5.56,1439.7161
present-80-sbox-weak2,table,throughput,31,80,0,174.5344,174.2337,5.73,1396.2800
present-80-sbox-weak2,table-dec,throughput,31,80,0,246.6785,246.5647,4.05,1973.4279
present-80-sbox-weak2,table,latency,31,80,0,173.7899,173.5871,5.75,1390.3242
present-80-sbox-weak2,-,keyschedule,31,80,0,772.9650,772.6520,1.29,772.9440
present-80-sbox-weak2,-,ctxinit,31,80,0,219965.6550,219867.1200,0.00,219966.4850
present-80-sbox-weak2,ref,throughput,31,80,0,3525.8305,3524.7122,0.28,28206.6439
present-80-sbox-weak2,ref,latency,31,80,0,3524.8509,3523.9449,0.28,28198.8326
present-80,neon,throughput,31,80,15,80.5725,79.8713,12.41,644.6210
present-80,neon-bs,throughput,31,80,15,43.0690,42.8694,23.22,344.5522
present-80,bitslice,throughput,31,80,15,95.6835,95.3777,10.45,765.4683
present-80,bitslice-bs,throughput,31,80,15,62.5700,62.5421,15.98,500.5654
present-80,table-x16,throughput,31,80,0,192.7098,192.5827,5.19,1541.6836
present-80,table-x8,throughput,31,80,0,198.5742,198.3338,5.04,1588.5984
present-80,table-x4,throughput,31,80,0,206.5575,206.3604,4.84,1652.4552
present-80,table-x2,throughput,31,80,0,179.8151,179.6326,5.56,1438.5260
present-80,table,throughput,31,80,0,174.4886,174.3945,5.73,1395.9141
present-80,table-dec,throughput,31,80,0,246.6861,246.5806,4.05,1973.4890
present-80,table,latency,31,80,0,173.8636,173.7015,5.75,1390.9093
present-80,-,keyschedule,31,80,0,772.6735,772.6520,1.29,772.6730
present-80,-,ctxinit,31,80,0,220275.0400,220065.2550,0.00,220275.0450
present-80,ref,throughput,31,80,0,3525.3380,3524.3208,0.28,28202.7091
present-80,ref,latency,31,80,0,3524.5193,3523.7379,0.28,28196.1591
